figure	panel	source_role	source_note	dataset	primary_context	feature_type	axis	feature_id	display_label	proposed_figure_family	effect_value	effect_metric	direction	fdr_0_10	q_value	evidence_weight	interpretation_role	mean_tissue_effect	n_tissues	n_positive_tissues	n_negative_tissues	tissue_directional_coherence	best_tissue_q_value	absolute_effect	population_level	population	requested_genes	detected_genes	coverage_fraction	score_eligible	mean_control_score	mean_UPEC_score	mean_difference_UPEC_minus_control	hedges_g_UPEC_vs_control	exact_permutation_p	module_mean_gene_log2FC	module_median_gene_log2FC	fraction_genes_positive_log2FC	fraction_genes_negative_log2FC	gene_direction_coherence	exact_permutation_q_within_population	hedges_g_finite	variance_sensitive_hedges_g	cellular_evidence_class	cellular_localization_score	effect_direction	refined_broad_cell_type	mean_control	mean_UPEC	difference_UPEC_minus_control	_value	targeted_measure	n_independent_datasets	datasets	dataset_effects	n_positive_datasets	n_negative_datasets	dominant_direction	weighted_directional_coherence	median_effect	median_absolute_effect	max_absolute_effect	n_FDR10_datasets	n_moderate_effect_datasets	n_large_effect_datasets	validation_class	independent_evidence_priority_score	n_non_tiny_concordant_moderate_datasets	biological_priority	preterm_vs_term_effect	preterm_tissue_coherence	preterm_direction	infection_outcome_relation	refined_preterm_effect_class	refined_infection_outcome_relation	manuscript_claim_priority	_priority	n_populations	n_positive_populations	n_negative_populations	directional_coherence_fraction	n_high_or_moderate_populations	top_population_by_composite_score	top_population_composite_score	top_population_evidence_class	top_population_mean_gene_log2FC	top_population_gene_direction_coherence	top_population_hedges_g	top_population_variance_sensitive_g	top_to_second_score_ratio	cellular_localization_class	median_mean_gene_log2FC	median_gene_direction_coherence	median_composite_score	top_refined_subtype	top_refined_subtype_composite_score	top_refined_subtype_mean_gene_log2FC	top_refined_subtype_gene_direction_coherence	top_refined_subtype_hedges_g	top_refined_subtype_variance_sensitive_g
Figure_8	E	refined_core					immune_context_anchors	TLR4_LPS_SIGNALING_ANCHOR	TLR4-LPS signaling anchor	Integrated_network																																											4.0	GSE112098;GSE186800;GSE252321;GSE280297	GSE112098:0.2496;GSE186800:0.3427;GSE252321:0.5280;GSE280297:0.5387	4.0	0.0	positive	1.0	0.4353389423735531	0.4353389423735531	0.538690474302069	1.0	2.0	0.0	one_FDR_dataset_plus_independent_concordant_effect	10.435338942373551	1.0	robust_core	-0.0580089231599877	1.0	negative	direction_reversal	near_neutral	pregnancy_near_neutral	primary_mechanistic_result_without_material_pregnancy_outcome_shift	10.435338942373551																							
Figure_8	E	refined_core					insulin_irs_signaling	PI3K_AKT_SIGNALING	PI3K-AKT signaling	Figure_8																																											4.0	GSE112098;GSE186800;GSE252321;GSE280297	GSE112098:0.3307;GSE186800:0.7117;GSE252321:0.5145;GSE280297:0.1040	4.0	0.0	positive	1.0	0.4225934839620864	0.4225934839620864	0.7116572012171	1.0	2.0	0.0	one_FDR_dataset_plus_independent_concordant_effect	10.422593483962086	1.0	robust_core	-0.6352753686157185	1.0	negative	direction_reversal	negative	direction_reversal	primary_mechanistic_result_with_state_dependent_reversal	10.422593483962086																							
Figure_8	E	refined_core					complement_architecture	COMPLEMENT_C3A_C5A_SIGNALING	C3a and C5a inflammatory signaling	Figure_10																																											4.0	GSE112098;GSE186800;GSE252321;GSE280297	GSE112098:0.5287;GSE186800:-0.0500;GSE252321:1.2720;GSE280297:0.0681	3.0	1.0	positive	0.6923076923076923	0.298388616388004	0.298388616388004	1.271995088268732	1.0	2.0	1.0	one_FDR_dataset_plus_independent_concordant_effect	12.490696308695696	0.0	provisional_core_exploratory_dependent	-0.4971530114341522	0.6666666666666666	negative	direction_reversal	negative	direction_reversal	secondary_result_pending_celltype_reconstruction_with_state_dependent_reversal	12.490696308695696																							
Figure_8	E	refined_core					complement_architecture	COMPLEMENT_OPSONOPHAGOCYTOSIS	Complement-opsonophagocytosis	Figure_10																																											4.0	GSE112098;GSE186800;GSE252321;GSE280297	GSE112098:0.5414;GSE186800:-0.4518;GSE252321:0.6107;GSE280297:0.4246	3.0	1.0	positive	0.6923076923076923	0.4829852364211686	0.4965995723953375	0.6106585347065031	1.0	2.0	0.0	one_FDR_dataset_plus_independent_concordant_effect	10.18890726470303	0.0	provisional_core_exploratory_dependent	0.2878657120830686	1.0	positive	direction_preserved	positive	direction_preserved	secondary_result_pending_celltype_reconstruction	10.18890726470303																							
Figure_8	E	refined_core					carbohydrate_inflammatory_carbon	GLYCOGEN_SYNTHESIS	Glycogen synthesis	Figure_8																																											4.0	GSE112098;GSE186800;GSE252321;GSE280297	GSE112098:0.1062;GSE186800:0.5936;GSE252321:1.6018;GSE280297:-0.0040	3.0	1.0	positive	0.6923076923076923	0.3499072114078969	0.3499072114078969	1.601768502216392	0.0	2.0	1.0	two_dataset_concordant_effect	7.542214903715589	1.0	secondary	-0.3027964300522092	0.6666666666666666	negative	direction_reversal	negative	direction_reversal	supporting_mechanistic_result_with_state_dependent_reversal	7.542214903715589																							
Figure_8	E	refined_core					amino_acid_metabolism	AMINO_ACID_TRANSPORT	Amino-acid transport	Figure_9																																											4.0	GSE112098;GSE186800;GSE252321;GSE280297	GSE112098:0.1404;GSE186800:0.5415;GSE252321:1.5424;GSE280297:-0.0779	3.0	1.0	positive	0.6923076923076923	0.3409446146827993	0.3409446146827993	1.5424044949776037	0.0	2.0	1.0	two_dataset_concordant_effect	7.533252306990492	1.0	secondary	-0.9110329763420932	1.0	negative	direction_reversal	negative	direction_reversal	supporting_mechanistic_result_with_state_dependent_reversal	7.533252306990492																							
Figure_8	E	refined_core					lipid_metabolism	FATTY_ACID_SYNTHESIS	Fatty-acid synthesis	Figure_7																																											4.0	GSE112098;GSE186800;GSE252321;GSE280297	GSE112098:0.1915;GSE186800:0.5714;GSE252321:-0.5137;GSE280297:0.2247	3.0	1.0	positive	0.9230769230769232	0.2080725269100141	0.3692213160050505	0.5714152946126717	0.0	2.0	0.0	two_dataset_concordant_effect	5.2922982390819735	1.0	secondary	-0.501122242204225	1.0	negative	direction_reversal	negative	direction_reversal	supporting_mechanistic_result_with_state_dependent_reversal	5.2922982390819735																							
Figure_8	E	refined_core					insulin_irs_signaling	INSULIN_RECEPTOR_IRS	Insulin receptor and IRS signaling	Figure_8																																											4.0	GSE112098;GSE186800;GSE252321;GSE280297	GSE112098:0.1896;GSE186800:0.6586;GSE252321:0.6087;GSE280297:-0.0467	3.0	1.0	positive	0.6923076923076923	0.3991139711995472	0.3991139711995472	0.6586311933890442	0.0	2.0	0.0	two_dataset_concordant_effect	5.09142166350724	1.0	secondary	-0.6759836665295377	1.0	negative	direction_reversal	negative	direction_reversal	supporting_mechanistic_result_with_state_dependent_reversal	5.09142166350724																							
Figure_8	E	refined_core					steroid_cholesterol_endocrine	ANDROGEN_RECEPTOR_SIGNALING	Androgen receptor signaling	Figure_7																																											4.0	GSE112098;GSE186800;GSE252321;GSE280297	GSE112098:-0.0904;GSE186800:0.6070;GSE252321:0.5369;GSE280297:0.0072	3.0	1.0	positive	0.6923076923076923	0.2720276673114186	0.3136492338473797	0.6070000780702226	0.0	2.0	0.0	two_dataset_concordant_effect	5.005956926155072	1.0	secondary	-0.8043093611651837	1.0	negative	direction_reversal	negative	direction_reversal	supporting_mechanistic_result_with_state_dependent_reversal	5.005956926155072																							
Figure_8	E	module_cellular_synthesis					complement_architecture	COMPLEMENT_C3A_C5A_SIGNALING	C3a and C5a inflammatory signaling	Figure_10																																																																				6.0	6.0	0.0	1.0	6.0	dendritic	0.9278208818577898	high_cellular_localization_support	1.4456316301814405	1.0	1.2782088185778977	False	1.0071325105096125	coherent_pan_immune_higher_in_UPEC	1.2658530747506478	0.9	0.8356217599581712	XCR1_CLEC9A_cDC1_like	0.9610119971250682	1.4729075525075164	1.0	1.610119971250682	False
Figure_8	E	module_cellular_synthesis					carbohydrate_inflammatory_carbon	GLYCOGEN_SYNTHESIS	Glycogen synthesis	Figure_8																																																																				6.0	6.0	0.0	1.0	4.0	neutrophil	0.8999999999999999	high_cellular_localization_support	0.8963744202790921	0.8571428571428571	2.610410898595803	False	1.0	coherent_pan_immune_higher_in_UPEC	0.5834206058409266	0.7857142857142857	0.7577722566639508	LY6C2_VCAN_inflammatory_monocyte	0.8427235156616595	0.5761876415398677	0.8571428571428571	1.4272351566165955	False
Figure_8	E	module_cellular_synthesis					lipid_metabolism	FATTY_ACID_SYNTHESIS	Fatty-acid synthesis	Figure_7																																																																				6.0	4.0	2.0	0.6666666666666666	4.0	cycling_immune	0.7631681335560592	high_cellular_localization_support	0.3729747157858201	0.8333333333333334	1.9415755601548783	False	1.0363226332484727	branch_divergent	0.255101748627244	0.75	0.599043191686778	IL2RA_TNFRSF18_regulatory_type2_like_T	0.825	0.6417633274224367	0.75	2.549043189743969	False
Figure_8	E	module_cellular_synthesis					insulin_irs_signaling	INSULIN_RECEPTOR_IRS	Insulin receptor and IRS signaling	Figure_8																																																																				6.0	5.0	1.0	0.8333333333333334	4.0	T_cell	0.8693166047837484	high_cellular_localization_support	0.4714131026086342	0.9411764705882352	1.3622128302421304	False	1.191153873390666	coherent_pan_immune_higher_in_UPEC	0.2492821142128324	0.7941176470588235	0.5514962533574639	IL2RA_TNFRSF18_regulatory_type2_like_T	0.9303403013747024	0.5318475986751556	0.9411764705882352	1.7151677196293778	False
Figure_8	E	module_cellular_synthesis					steroid_cholesterol_endocrine	ANDROGEN_RECEPTOR_SIGNALING	Androgen receptor signaling	Figure_7																																																																				6.0	5.0	1.0	0.8333333333333334	4.0	dendritic	0.7522665387792156	moderate_cellular_localization_support	0.3460989569655788	1.0	0.9077747751019462	False	1.120881495322932	coherent_pan_immune_higher_in_UPEC	0.2902428502946548	0.75	0.5273151472719526	CD209A_CLEC10A_cDC2_like	0.905925786574989	0.5634951837745799	1.0	1.059257865749889	False
Figure_8	E	module_cellular_synthesis					amino_acid_metabolism	AMINO_ACID_TRANSPORT	Amino-acid transport	Figure_9																																																																				6.0	5.0	1.0	0.8333333333333334	3.0	dendritic	0.9363636363636364	high_cellular_localization_support	1.073834052736299	0.9090909090909092	3.119946733734381	False	1.0881442778666055	multi_compartment_contextual	0.7160872878042566	0.6818181818181819	0.7330851306969386	cytotoxic_NK	0.9854396343975396	0.8101399070771521	1.0	1.8543963439753943	False
Figure_8	E	module_cellular_synthesis					adipokine_signaling	LEPTIN_SIGNALING	Leptin signaling	Figure_8																																																																				6.0	6.0	0.0	1.0	3.0	T_cell	0.9747857684054732	high_cellular_localization_support	0.5275647192697792	1.0	1.7478576840547315	False	1.098054279129448	multi_compartment_contextual	0.3143558055587021	0.6818181818181819	0.5504942078932945	XCR1_CLEC9A_cDC1_like	0.939824050156798	0.6418753924273782	1.0	1.3982405015679795	False
Figure_8	E	module_cellular_synthesis					insulin_irs_signaling	PI3K_AKT_SIGNALING	PI3K-AKT signaling	Figure_8																																																																				6.0	6.0	0.0	1.0	2.0	T_cell	0.5841541229069482	moderate_cellular_localization_support	0.2464607101782985	0.8823529411764706	0.946924249229502	False	1.0801829626780726	multi_compartment_contextual	0.1712326090850225	0.7647058823529411	0.4343797189291826	IL2RA_TNFRSF18_regulatory_type2_like_T	0.8319874786285286	0.3590710546852934	0.9411764705882352	2.25268933506853	False
Figure_8	E	module_cellular_synthesis					immune_context_anchors	TLR4_LPS_SIGNALING_ANCHOR	TLR4-LPS signaling anchor	Integrated_network																																																																				6.0	5.0	1.0	0.8333333333333334	2.0	T_cell	0.6744630100620629	high_cellular_localization_support	0.3901346357577042	0.8	1.1334183788012908	False	1.205178075350137	lymphoid_dominant	0.1452845595215843	0.6333333333333333	0.2453264411363554	conventional_activated_T	0.8235005427435265	0.4929729831257657	0.8666666666666667	1.2315819126367065	False
Figure_8	E	module_cellular_synthesis					complement_architecture	COMPLEMENT_OPSONOPHAGOCYTOSIS	Complement-opsonophagocytosis	Figure_10																																																																				6.0	3.0	3.0	0.5	1.0	dendritic	0.6072570085791539	moderate_cellular_localization_support	0.3161061181317849	0.875	0.602615022605475	False	2.129612126012427	myeloid_dominant	-0.0059850876905614	0.625	0.2146473425308391	CD83_CLEC10A_activated_dendritic	0.667375486491592	0.463182684517745	0.75	0.7551107042562137	False
Figure_8	F	refined_core					adipokine_signaling	LEPTIN_SIGNALING	Leptin signaling	Figure_8																																											4.0	GSE112098;GSE186800;GSE252321;GSE280297	GSE112098:0.3544;GSE186800:0.7289;GSE252321:0.9901;GSE280297:0.3395	4.0	0.0	positive	1.0	0.541669623390839	0.541669623390839	0.9900621618745398	1.0	2.0	1.0	one_FDR_dataset_plus_independent_concordant_effect	13.041669623390838	1.0	robust_core	-0.7524117043029656	1.0	negative	direction_reversal	negative	direction_reversal	primary_mechanistic_result_with_state_dependent_reversal	13.041669623390838																							
Figure_8	F	refined_core					immune_context_anchors	TLR4_LPS_SIGNALING_ANCHOR	TLR4-LPS signaling anchor	Integrated_network																																											4.0	GSE112098;GSE186800;GSE252321;GSE280297	GSE112098:0.2496;GSE186800:0.3427;GSE252321:0.5280;GSE280297:0.5387	4.0	0.0	positive	1.0	0.4353389423735531	0.4353389423735531	0.538690474302069	1.0	2.0	0.0	one_FDR_dataset_plus_independent_concordant_effect	10.435338942373551	1.0	robust_core	-0.0580089231599877	1.0	negative	direction_reversal	near_neutral	pregnancy_near_neutral	primary_mechanistic_result_without_material_pregnancy_outcome_shift	10.435338942373551																							
Figure_8	F	refined_core					insulin_irs_signaling	PI3K_AKT_SIGNALING	PI3K-AKT signaling	Figure_8																																											4.0	GSE112098;GSE186800;GSE252321;GSE280297	GSE112098:0.3307;GSE186800:0.7117;GSE252321:0.5145;GSE280297:0.1040	4.0	0.0	positive	1.0	0.4225934839620864	0.4225934839620864	0.7116572012171	1.0	2.0	0.0	one_FDR_dataset_plus_independent_concordant_effect	10.422593483962086	1.0	robust_core	-0.6352753686157185	1.0	negative	direction_reversal	negative	direction_reversal	primary_mechanistic_result_with_state_dependent_reversal	10.422593483962086																							
Figure_8	F	refined_core					complement_architecture	COMPLEMENT_C3A_C5A_SIGNALING	C3a and C5a inflammatory signaling	Figure_10																																											4.0	GSE112098;GSE186800;GSE252321;GSE280297	GSE112098:0.5287;GSE186800:-0.0500;GSE252321:1.2720;GSE280297:0.0681	3.0	1.0	positive	0.6923076923076923	0.298388616388004	0.298388616388004	1.271995088268732	1.0	2.0	1.0	one_FDR_dataset_plus_independent_concordant_effect	12.490696308695696	0.0	provisional_core_exploratory_dependent	-0.4971530114341522	0.6666666666666666	negative	direction_reversal	negative	direction_reversal	secondary_result_pending_celltype_reconstruction_with_state_dependent_reversal	12.490696308695696																							
Figure_8	F	refined_core					complement_architecture	COMPLEMENT_OPSONOPHAGOCYTOSIS	Complement-opsonophagocytosis	Figure_10																																											4.0	GSE112098;GSE186800;GSE252321;GSE280297	GSE112098:0.5414;GSE186800:-0.4518;GSE252321:0.6107;GSE280297:0.4246	3.0	1.0	positive	0.6923076923076923	0.4829852364211686	0.4965995723953375	0.6106585347065031	1.0	2.0	0.0	one_FDR_dataset_plus_independent_concordant_effect	10.18890726470303	0.0	provisional_core_exploratory_dependent	0.2878657120830686	1.0	positive	direction_preserved	positive	direction_preserved	secondary_result_pending_celltype_reconstruction	10.18890726470303																							
Figure_8	F	refined_core					carbohydrate_inflammatory_carbon	GLYCOGEN_SYNTHESIS	Glycogen synthesis	Figure_8																																											4.0	GSE112098;GSE186800;GSE252321;GSE280297	GSE112098:0.1062;GSE186800:0.5936;GSE252321:1.6018;GSE280297:-0.0040	3.0	1.0	positive	0.6923076923076923	0.3499072114078969	0.3499072114078969	1.601768502216392	0.0	2.0	1.0	two_dataset_concordant_effect	7.542214903715589	1.0	secondary	-0.3027964300522092	0.6666666666666666	negative	direction_reversal	negative	direction_reversal	supporting_mechanistic_result_with_state_dependent_reversal	7.542214903715589																							
Figure_8	F	refined_core					amino_acid_metabolism	AMINO_ACID_TRANSPORT	Amino-acid transport	Figure_9																																											4.0	GSE112098;GSE186800;GSE252321;GSE280297	GSE112098:0.1404;GSE186800:0.5415;GSE252321:1.5424;GSE280297:-0.0779	3.0	1.0	positive	0.6923076923076923	0.3409446146827993	0.3409446146827993	1.5424044949776037	0.0	2.0	1.0	two_dataset_concordant_effect	7.533252306990492	1.0	secondary	-0.9110329763420932	1.0	negative	direction_reversal	negative	direction_reversal	supporting_mechanistic_result_with_state_dependent_reversal	7.533252306990492																							
Figure_8	F	refined_core					lipid_metabolism	FATTY_ACID_SYNTHESIS	Fatty-acid synthesis	Figure_7																																											4.0	GSE112098;GSE186800;GSE252321;GSE280297	GSE112098:0.1915;GSE186800:0.5714;GSE252321:-0.5137;GSE280297:0.2247	3.0	1.0	positive	0.9230769230769232	0.2080725269100141	0.3692213160050505	0.5714152946126717	0.0	2.0	0.0	two_dataset_concordant_effect	5.2922982390819735	1.0	secondary	-0.501122242204225	1.0	negative	direction_reversal	negative	direction_reversal	supporting_mechanistic_result_with_state_dependent_reversal	5.2922982390819735																							
Figure_8	F	refined_core					insulin_irs_signaling	INSULIN_RECEPTOR_IRS	Insulin receptor and IRS signaling	Figure_8																																											4.0	GSE112098;GSE186800;GSE252321;GSE280297	GSE112098:0.1896;GSE186800:0.6586;GSE252321:0.6087;GSE280297:-0.0467	3.0	1.0	positive	0.6923076923076923	0.3991139711995472	0.3991139711995472	0.6586311933890442	0.0	2.0	0.0	two_dataset_concordant_effect	5.09142166350724	1.0	secondary	-0.6759836665295377	1.0	negative	direction_reversal	negative	direction_reversal	supporting_mechanistic_result_with_state_dependent_reversal	5.09142166350724																							
Figure_8	F	refined_core					steroid_cholesterol_endocrine	ANDROGEN_RECEPTOR_SIGNALING	Androgen receptor signaling	Figure_7																																											4.0	GSE112098;GSE186800;GSE252321;GSE280297	GSE112098:-0.0904;GSE186800:0.6070;GSE252321:0.5369;GSE280297:0.0072	3.0	1.0	positive	0.6923076923076923	0.2720276673114186	0.3136492338473797	0.6070000780702226	0.0	2.0	0.0	two_dataset_concordant_effect	5.005956926155072	1.0	secondary	-0.8043093611651837	1.0	negative	direction_reversal	negative	direction_reversal	supporting_mechanistic_result_with_state_dependent_reversal	5.005956926155072																							
