gene_symbol	mean_log_expression	variance_log_expression	dispersion_score	hvg_rank
KNL1	0.062081244	0.09283225	1.4953109	1084
TSPAN2	0.03250084	0.048596397	1.4951892	1085
DGKA	0.1221767	0.1826572	1.4950126	1086
GM37370	0.015844276	0.023688173	1.4949675	1087
CLEC4N	0.13261993	0.19825512	1.4949007	1088
OSBPL5	0.02017411	0.030152963	1.4945625	1089
SLC22A4	0.010039655	0.014998887	1.4938155	1090
2310001H17RIK	0.16943693	0.25310472	1.4937901	1091
RUNDC3B	0.012818673	0.019148879	1.4937104	1092
ZFP458	0.010048163	0.0150099825	1.493655	1093
SPACA9	0.018373713	0.02744285	1.4935118	1094
E130317F20RIK	0.010847594	0.016201919	1.4934579	1095
AC155729.1	0.01858922	0.027763123	1.4934263	1096
BCDIN3D	0.02255332	0.033677135	1.4931568	1097
RAB20	0.22815669	0.34066102	1.4930947	1098
2310010J17RIK	0.03875191	0.057858035	1.4929985	1099
FAM160A2	0.037843507	0.056493826	1.4927881	1100
PXYLP1	0.014456976	0.02158169	1.4927186	1101
GM10060	0.010539287	0.015731651	1.4925259	1102
HSH2D	0.049608517	0.0740283	1.4922197	1103
ZFP40	0.016165242	0.024122793	1.4921707	1104
GRAMD3	0.068152614	0.1016952	1.492147	1105
PTPRF	0.01192583	0.017794145	1.4919425	1106
ADAM23	0.015665201	0.02337184	1.4918638	1107
MANSC1	0.012540916	0.01870749	1.4915974	1108
GM10762	0.014789718	0.022057177	1.4912851	1109
DPPA3	0.012341568	0.018406248	1.4912817	1110
PPIC	0.010455427	0.015589875	1.4909371	1111
RPP38	0.026013585	0.038782593	1.4908019	1112
MNS1	0.050970867	0.07598645	1.4907528	1113
STK39	0.050071795	0.074644394	1.4907176	1114
DGKG	0.02096612	0.031255573	1.4906946	1115
GM42829	0.010041492	0.014969612	1.4906272	1116
PPARGC1B	0.011155696	0.016629389	1.4905299	1117
MMP14	0.0651546	0.09711584	1.4905218	1118
CEBPD	0.2599457	0.3874524	1.490507	1119
ZFP688	0.03920218	0.05843018	1.490445	1120
ATXN1	0.065377474	0.097424135	1.4901562	1121
MMP19	0.118222885	0.17614749	1.4899484	1122
FSTL3	0.042806692	0.06377698	1.4898486	1123
PYGL	0.26655254	0.39696848	1.4892635	1124
B3GNT5	0.07454095	0.11100201	1.4891214	1125
ZFP97	0.014220722	0.021177737	1.489112	1126
SMCO4	0.041816615	0.06226349	1.4889297	1127
GM45546	0.04305094	0.06410094	1.4889212	1128
ZFP507	0.019967968	0.029729158	1.4887679	1129
HIST2H2BB	0.01155039	0.017197268	1.4887618	1130
XRCC5	0.021560146	0.03209795	1.4886941	1131
KCTD7	0.012977888	0.019318687	1.4884701	1132
ZC3H6	0.020574054	0.03062424	1.4884161	1133
E230001N04RIK	0.013799253	0.020540098	1.4883856	1134
TMEM71	0.11820211	0.175896	1.4880826	1135
E030030I06RIK	0.026834883	0.039933037	1.4880463	1136
FCGR4	0.3806405	0.5663954	1.4880022	1137
CDC20	0.04273784	0.063587956	1.487826	1138
FKBP9	0.015405693	0.022922164	1.4878056	1139
GM26740	0.08243603	0.12264914	1.4877918	1140
AC139671.1	0.020932715	0.031144796	1.4877815	1141
ARAP2	0.07420978	0.1104049	1.4877206	1142
GCNT2	0.30100325	0.44780055	1.4876884	1143
GM45902	0.017707475	0.026344528	1.4876791	1144
PIK3IP1	0.045070812	0.06704339	1.4874793	1145
LPIN1	0.054915514	0.081683464	1.4874117	1146
MFGE8	0.06319658	0.09399909	1.4873844	1147
D3ERTD751E	0.024987223	0.03716281	1.487213	1148
GM38257	0.012450869	0.0185181	1.4871743	1149
SLC39A4	0.012680701	0.018851854	1.4865398	1150
GM23849	0.019583324	0.029111296	1.486459	1151
GM31597	0.011442592	0.01700997	1.4864187	1152
CMTR1	0.027587695	0.04100828	1.486416	1153
PGAP1	0.02812285	0.041795146	1.4861104	1154
GM33142	0.010718985	0.015929079	1.4859235	1155
CLCF1	0.039913766	0.059306815	1.4858365	1156
LNCPINT	0.024316438	0.036131293	1.4858183	1157
BDH1	0.017981278	0.026718296	1.4858127	1158
SERPINB6A	0.12121578	0.18009992	1.4857672	1159
GM14636	0.054927472	0.08159484	1.4854745	1160
IL18RAP	0.19014622	0.28240612	1.4851972	1161
GPRC5C	0.019681437	0.029228525	1.4850054	1162
ZFHX2	0.020826675	0.030926514	1.4848759	1163
S100A16	0.01463168	0.021726647	1.484803	1164
NUPR1	0.25256783	0.37499	1.484704	1165
ACTN1	0.24644828	0.36580017	1.4842818	1166
E030022I16RIK	0.021294104	0.03160684	1.4842304	1167
2810021J22RIK	0.010160353	0.01507771	1.4838289	1168
HCST	0.34589317	0.51323205	1.4837834	1169
TNNI2	0.11741677	0.17421989	1.4837608	1170
C1RA	0.017777096	0.026377963	1.4837338	1171
GDAP10	0.04486374	0.0665629	1.483635	1172
IL1BOS	0.016298145	0.02417746	1.4833575	1173
P2RY1	0.033898257	0.050279345	1.4831991	1174
GM14023	0.010958834	0.01624929	1.4826219	1175
SYT11	0.048850514	0.07242197	1.4824919	1176
NRG1	0.018311627	0.027147781	1.4824624	1177
GFOD1	0.076400414	0.113247745	1.4822729	1178
RMDN2	0.017749114	0.026309293	1.4822042	1179
KDR	0.021786682	0.032292575	1.4821482	1180
TRP53INP1	0.10666648	0.1580935	1.4821153	1181
XYLT1	0.08322161	0.123340845	1.4820594	1182
MX1	0.33578873	0.49764737	1.4820207	1183
PBX1	0.1151316	0.17062825	1.4820151	1184
ZDHHC2	0.02777744	0.041166537	1.4819599	1185
ZFYVE9	0.031119868	0.046111546	1.4816922	1186
ENPP4	0.065266825	0.09670526	1.4816682	1187
GM16201	0.018322127	0.027147237	1.4815832	1188
MPZL3	0.026251767	0.03888722	1.4812618	1189
SLC25A53	0.015429287	0.02285592	1.4812375	1190
FLT3L	0.10399769	0.15404277	1.481199	1191
BC048403	0.012340992	0.01828028	1.481145	1192
LRP8	0.016345665	0.024207875	1.480906	1193
GM1673	0.0105212955	0.015580724	1.4807342	1194
ACP5	0.10100643	0.14955062	1.4805902	1195
RTL8B	0.10878013	0.16106023	1.4805897	1196
GSTP1	0.13658725	0.20221837	1.4804962	1197
MEFV	0.23675859	0.3505212	1.4804943	1198
CARMIL2	0.021928396	0.03246471	1.4804196	1199
SOX4	0.029374337	0.043485247	1.4803318	1200
GM22003	0.013916416	0.020597845	1.480005	1201
E430024I08RIK	0.012843802	0.019007364	1.4797709	1202
ZFPM1	0.019289147	0.028540697	1.4795479	1203
C630004M23RIK	0.012386572	0.018326921	1.4794604	1204
ZFP955B	0.011349256	0.016791036	1.4793531	1205
DGKH	0.039079323	0.057808425	1.4792209	1206
1810011H11RIK	0.0758521	0.11220082	1.4791856	1207
LGALSL	0.017012326	0.025164843	1.4791254	1208
MEGF9	0.045028534	0.06659376	1.4788908	1209
NDNF	0.01938857	0.028671425	1.4787035	1210
CCDC125	0.03005204	0.044431575	1.4784386	1211
C030005K06RIK	0.010840141	0.016027762	1.4784201	1212
FAM43A	0.1021802	0.15106337	1.4783871	1213
4632415L05RIK	0.046467472	0.068693526	1.4782825	1214
MLLT3	0.11380361	0.16820838	1.4780453	1215
HIST1H3D	0.016585894	0.024514593	1.4779496	1216
N-R5-8S1	0.053851172	0.07958209	1.477788	1217
TTBK2	0.016248493	0.02401107	1.4776504	1218
CBX7	0.030007606	0.04433826	1.4775181	1219
NOD1	0.088720225	0.13108012	1.4774382	1220
CATSPER2	0.010409839	0.015381197	1.4774214	1221
TSPYL4	0.02074353	0.030645128	1.4772631	1222
SDC1	0.035932526	0.053081844	1.4772234	1223
IER3	1.0264959	1.5163625	1.4772208	1224
ASPM	0.03833668	0.056633007	1.4772154	1225
CCL4	1.3652321	2.0166192	1.4771245	1226
TNFRSF22	0.010237598	0.015122739	1.4770322	1227
XLR	0.028155962	0.041587494	1.476988	1228
FRAT1	0.014401842	0.021271547	1.4768993	1229
ZHX2	0.023387512	0.03454124	1.4768465	1230
ZFP799	0.011761078	0.017370269	1.4768027	1231
GM44428	0.012005658	0.017729422	1.4766326	1232
BCL11A	0.1436552	0.21210186	1.4764547	1233
RYK	0.014432926	0.021310171	1.4763947	1234
ATP6V0C	0.016261168	0.024008965	1.4763693	1235
GM31718	0.06029159	0.089013755	1.4763632	1236
HIST1H2BC	0.22792216	0.33649358	1.4763466	1237
2810405F17RIK	0.011318915	0.016711097	1.4762565	1238
FAM181B	0.0641593	0.09471583	1.4762375	1239
KLHDC1	0.0119821355	0.017689338	1.476186	1240
ZBTB49	0.011056432	0.016322376	1.4761453	1241
RAPSN	0.014547574	0.021475278	1.4761087	1242
TNNT3	0.011083047	0.01636112	1.4760962	1243
RHOF	0.10507396	0.15509626	1.4760536	1244
GPR55	0.03016363	0.04452227	1.475976	1245
ENPP5	0.027699001	0.040882956	1.4759189	1246
FAM212A	0.02081481	0.030721664	1.4758812	1247
THAP6	0.10725614	0.15828091	1.4757144	1248
LGMN	0.865943	1.2775046	1.4752738	1249
CMC4	0.021465268	0.031665042	1.475107	1250
GM10557	0.01416097	0.020889774	1.4750613	1251
GM37125	0.012346956	0.018213006	1.4749814	1252
TLR6	0.05085656	0.07501095	1.4749223	1253
GM5150	0.1341394	0.19782981	1.4747967	1254
ENKUR	0.013327021	0.019655455	1.4747467	1255
GM45716	0.036746286	0.054188926	1.4746375	1256
TIMP2	0.13027823	0.19209872	1.4745153	1257
ZSCAN12	0.01760416	0.025957128	1.4744046	1258
ARHGAP24	0.036289465	0.053504616	1.4743437	1259
SNUPN	0.025346566	0.0373695	1.4742836	1260
PLA1A	0.020048762	0.029558305	1.4742472	1261
RBM41	0.023463791	0.034589972	1.4741223	1262
MAPK11	0.013305922	0.019614682	1.474021	1263
3110009E18RIK	0.02578975	0.03801319	1.4739078	1264
SPSB1	0.01457396	0.0214783	1.4736439	1265
GCA	0.026688008	0.039330073	1.4736431	1266
F2RL2	0.026389666	0.038887907	1.4735477	1267
GM26549	0.011680688	0.017213106	1.4735119	1268
GM17971	0.017667001	0.02603387	1.4735041	1269
CARD6	0.03562542	0.052494615	1.4734744	1270
GM11110	0.023371236	0.034436084	1.4733757	1271
CARF	0.013638995	0.02009679	1.4733722	1272
CCDC171	0.02936478	0.0432639	1.4732761	1273
E130102H24RIK	0.011451922	0.016873056	1.4732533	1274
5430405H02RIK	0.029815933	0.04392786	1.473252	1275
1700023H06RIK	0.02258852	0.03327955	1.4732296	1276
PHLDB3	0.02008526	0.029587017	1.4729978	1277
RHOC	0.10673559	0.15722008	1.4729728	1278
ZDHHC15	0.012971466	0.019108053	1.4729699	1279
LILRA6	0.19606225	0.2887883	1.4729344	1280
RHOV	0.019510793	0.028738447	1.4728757	1281
L1CAM	0.09586936	0.1411928	1.4727471	1282
CELSR1	0.015214848	0.022405537	1.4725131	1283
TMEM9	0.029942984	0.044092197	1.4724894	1284
MAF	0.72456807	1.0668596	1.4724057	1285
GM13840	0.014247568	0.02097966	1.4724047	1286
TNFSF14	0.14608052	0.2150742	1.4722888	1287
DEDD2	0.17644912	0.2597825	1.4722716	1288
9330175E14RIK	0.019534122	0.02876087	1.4722646	1289
CDON	0.016044332	0.023622934	1.472262	1290
STON2	0.05424705	0.079861775	1.4721594	1291
ZFP788	0.018919941	0.027849918	1.4719098	1292
SIRPB1B	0.23059551	0.33939955	1.471833	1293
GPX7	0.014219883	0.020930205	1.4717935	1294
ZFP579	0.0138626285	0.02040323	1.4717093	1295
VAMP5	0.04261792	0.06272095	1.4716691	1296
H2AFX	0.16092983	0.2368295	1.471623	1297
HIST1H4C	0.041588992	0.061200105	1.4715104	1298
D16ERTD472E	0.15645507	0.23022225	1.4714818	1299
ZFP942	0.06432907	0.094658256	1.4714465	1300
GRAP	0.054956067	0.080865756	1.4714351	1301
BTBD19	0.03865277	0.056876373	1.4714315	1302
ELL2	0.26128525	0.38444895	1.4713707	1303
CDKL3	0.013960597	0.020542415	1.4713514	1304
AKR1C13	0.04841518	0.07123489	1.4713035	1305
GM48146	0.013454548	0.019796873	1.4712795	1306
ZFP677	0.022248333	0.032730464	1.4710761	1307
SKINT3	0.08560604	0.12593338	1.4710634	1308
H2-Q6	0.297583	0.43767875	1.4707737	1309
TMEM140	0.03839921	0.056467548	1.4705012	1310
CCPG1	0.15198451	0.22348109	1.4704105	1311
DAPK2	0.013195229	0.01940279	1.4703285	1312
ACRBP	0.014932821	0.021954237	1.4701018	1313
EPS8L1	0.012573276	0.01848359	1.4699527	1314
PLAUR	0.4098271	0.60242385	1.4699427	1315
PHLDA1	0.52265775	0.76826745	1.4699217	1316
LCA5	0.016556988	0.024336373	1.4697664	1317
GM20492	0.011033711	0.016217958	1.469722	1318
ZFP827	0.01033514	0.01519048	1.4696473	1319
MS4A6D	0.5339106	0.7845167	1.4693756	1320
DYNLT1	0.025916353	0.038081065	1.469327	1321
SLC19A1	0.0140895285	0.020703364	1.4693106	1322
GABBR1	0.04310107	0.06332744	1.4692436	1323
SOCS1	0.0974862	0.14323066	1.4692254	1324
PPARG	0.056621656	0.083191045	1.4692184	1325
SP4	0.077246495	0.11348237	1.4690751	1326
LAMA5	0.015649289	0.022991091	1.4690522	1327
EGR2	0.11634213	0.17089179	1.4688603	1328
GM3788	0.025791576	0.03787932	1.4686134	1329
CREB3L1	0.026647236	0.03913508	1.4685805	1330
C5AR1	0.5735228	0.8422337	1.4685243	1331
STX11	0.14596428	0.21431215	1.4682406	1332
GM10616	0.028392836	0.041688483	1.468223	1333
GM11131	0.012310511	0.018073935	1.4680517	1334
GM42759	0.019564299	0.028720895	1.4679507	1335
KIF20B	0.065153845	0.09564272	1.4679296	1336
JAG1	0.02432393	0.035705734	1.467866	1337
D330023K18RIK	0.013641611	0.020023568	1.4677225	1338
1110004E09RIK	0.039784282	0.058386832	1.4675486	1339
ZFP687	0.02662037	0.039064206	1.4674003	1340
LYSMD2	0.01366888	0.02005871	1.4673655	1341
RAMP1	0.298678	0.43826395	1.467341	1342
MEIS3	0.015221019	0.022334784	1.4672681	1343
KCNIP3	0.021101616	0.030961303	1.4671783	1344
ARMCX2	0.019262934	0.028261472	1.4670664	1345
ETFBKMT	0.03205834	0.047031414	1.4670113	1346
CEP95	0.05781945	0.08482294	1.467006	1347
RALGAPA2	0.04247646	0.062305573	1.4667915	1348
CRIM1	0.06617125	0.0970596	1.466772	1349
BCL7A	0.016540913	0.024260784	1.466625	1350
ZFP28	0.010822347	0.0158731	1.4665611	1351
TNK2	0.049255732	0.07223478	1.4664956	1352
RASAL3	0.16901697	0.24784856	1.4664036	1353
RPGRIP1	0.017780976	0.026074167	1.4663256	1354
B930036N10RIK	0.03400474	0.04986139	1.466264	1355
GM10123	0.030573709	0.04483009	1.4662476	1356
CCDC166	0.017615916	0.025828537	1.4661213	1357
HSPB6	0.010144635	0.014874189	1.4660678	1358
PARD6A	0.033866104	0.049645197	1.4658827	1359
TANC2	0.042959932	0.062974766	1.4658613	1360
MPPE1	0.02404465	0.035247438	1.4658551	1361
GM38329	0.016906833	0.024779806	1.4655814	1362
2510002D24RIK	0.041673828	0.061074957	1.465512	1363
ZFP955A	0.013959694	0.020457704	1.4653788	1364
4930581F22RIK	0.06726343	0.09855503	1.4651879	1365
A930007I19RIK	0.03207788	0.046999704	1.4651294	1366
IL15RA	0.044294894	0.06489264	1.4649811	1367
JDP2	0.28449374	0.41677004	1.464948	1368
THUMPD2	0.02575981	0.037729032	1.4645902	1369
TMEM154	0.17033215	0.24943838	1.4644147	1370
GPR82	0.029321661	0.042937044	1.4642956	1371
SLC37A1	0.032011274	0.046871524	1.4641736	1372
WARS2	0.019732486	0.028891763	1.4640982	1373
MPP7	0.021953627	0.03214129	1.463987	1374
FDPS	0.06347671	0.09292771	1.4639424	1375
ANKRD9	0.012953062	0.01896311	1.4638736	1376
METTL18	0.014429464	0.021122526	1.4637455	1377
AHI1	0.03762313	0.05506999	1.4636881	1378
GM1821	0.23157535	0.33893403	1.4635952	1379
SNX33	0.011089607	0.016230991	1.4634898	1380
KIF15	0.060542822	0.08860365	1.4634632	1381
GM45222	0.07549825	0.11047801	1.4632994	1382
OSBPL3	0.1094704	0.1601866	1.4632736	1383
EHD2	0.013273671	0.019423876	1.4632283	1384
PRDM1	0.076764025	0.11232126	1.4631828	1385
CLEC7A	0.6351753	0.92936265	1.463157	1386
A930004J17RIK	0.011657673	0.017057817	1.4631011	1387
PLXDC2	0.12652804	0.1850767	1.4627211	1388
1810055G02RIK	0.022610348	0.03307391	1.4627129	1389
ZFP956	0.012776132	0.018687947	1.4626089	1390
VAULTRC5	0.08061251	0.11790574	1.4626052	1391
ZBTB37	0.028447889	0.041609067	1.4625902	1392
PDE4D	0.022113878	0.032344606	1.4625722	1393
MBLAC2	0.01937401	0.028335847	1.4624946	1394
1700030K09RIK	0.011351949	0.016602766	1.4624188	1395
SELENOP	0.87789136	1.2837479	1.4623067	1396
DUSP10	0.06071392	0.08877896	1.4622264	1397
LAG3	0.018087355	0.026448926	1.4622073	1398
SLFN1	0.5018714	0.73383313	1.4621906	1399
CEBPE	0.020004679	0.029251765	1.4621731	1400
SLC16A3	0.37923568	0.5544812	1.462098	1401
CCNYL1	0.016463162	0.024068661	1.4618819	1402
AC163032.1	0.028282722	0.041343883	1.4617554	1403
KIF23	0.16403157	0.23966904	1.4611064	1404
DTNB	0.028125491	0.04109255	1.4609909	1405
HDHD5	0.024279086	0.035469625	1.4608525	1406
SH2D3C	0.15622447	0.22821726	1.4608197	1407
CNST	0.055403855	0.080933414	1.460764	1408
C230096K16RIK	0.043090854	0.062945455	1.4607276	1409
SGK1	0.5026298	0.7341616	1.4606378	1410
ZDHHC24	0.018783562	0.02743656	1.4605908	1411
RAB6B	0.024894869	0.036358967	1.4604418	1412
RABGAP1L	0.14633001	0.21370406	1.4604154	1413
GM28707	0.010836209	0.015826399	1.4603758	1414
SEMA7A	0.017966365	0.026237777	1.4603018	1415
IGF2R	0.08279325	0.12090134	1.4602625	1416
HIST1H4H	0.02485082	0.036289375	1.4602301	1417
VMAC	0.01639711	0.023944544	1.4602015	1418
TCAIM	0.018551238	0.027080467	1.4596874	1419
GM10033	0.025688242	0.037497483	1.4596571	1420
POLR3G	0.015040396	0.021954445	1.4596015	1421
A430078G23RIK	0.016659582	0.02431725	1.4595678	1422
GM9465	0.011415281	0.016662147	1.4595073	1423
CCNB1	0.03259895	0.04756501	1.4590517	1424
RNU2-10	0.011173603	0.016303128	1.4589447	1425
GPAT3	0.057869237	0.08442595	1.4588838	1426
IFI206	0.2850408	0.41584072	1.4588763	1427
FASTKD3	0.018415553	0.026867205	1.4588617	1428
GM44777	0.011437312	0.01668647	1.4588227	1429
ASB1	0.014377779	0.020975234	1.4587631	1430
UVSSA	0.05488449	0.08006448	1.458755	1431
PLCG1	0.03947268	0.057578616	1.4586585	1432
DUSP19	0.022359816	0.032616533	1.4586468	1433
GM5141	0.010019554	0.014616134	1.4586153	1434
MIPOL1	0.012846938	0.018739667	1.4585738	1435
RALGPS2	0.05475651	0.079861335	1.4584545	1436
HIST1H1E	0.2303219	0.3358755	1.458281	1437
SLFN10-PS	0.07965038	0.1161418	1.4581268	1438
SIRPB1C	0.29952535	0.43669724	1.4579593	1439
DBP	0.02254946	0.032876775	1.4579203	1440
SZT2	0.037813857	0.0551302	1.4578979	1441
SPN	0.19818904	0.28893897	1.4578885	1442
LIG1	0.10521162	0.15338795	1.4578854	1443
ZFP329	0.03253356	0.047431458	1.4578793	1444
PMM1	0.0514529	0.075008735	1.4577852	1445
CDC42EP2	0.04887339	0.07124803	1.4577785	1446
8430429K09RIK	0.014049284	0.020481938	1.4577597	1447
BPGM	0.029973323	0.043691907	1.4576445	1448
E230029C05RIK	0.06811893	0.09929205	1.4576064	1449
1190007I07RIK	0.038636778	0.056317125	1.4575664	1450
PTGS1	0.12774651	0.18616891	1.4573194	1451
KLRA2	0.21733698	0.31670368	1.4571943	1452
A430035B10RIK	0.026930284	0.039243415	1.4571683	1453
DCUN1D4	0.016229646	0.023644404	1.4567753	1454
PIGA	0.030862426	0.044960305	1.4567503	1455
F8A	0.03653365	0.053216346	1.4565994	1456
MPP5	0.055357642	0.08062923	1.4564886	1457
RASGRP2	0.122087166	0.17779322	1.4562691	1458
ITGB3BP	0.03402115	0.0495439	1.4562248	1459
ATP2B4	0.09545035	0.13899773	1.4562155	1460
ZFP1	0.03301463	0.04807396	1.4560971	1461
AC169509.2	0.013125927	0.019111086	1.455869	1462
E130208F15RIK	0.017100707	0.024890814	1.4554579	1463
GM3531	0.018678337	0.027185725	1.4553902	1464
ATAD2	0.17205706	0.25040248	1.455337	1465
1110034G24RIK	0.04294286	0.062497426	1.4553286	1466
BBS12	0.014029375	0.020418439	1.4553024	1467
MS4A8A	0.13947529	0.20295973	1.4551558	1468
CCDC77	0.030276028	0.04405577	1.455089	1469
BC002059	0.033135083	0.04821546	1.4550743	1470
4632427E13RIK	0.04359531	0.06342236	1.4547645	1471
CD72	0.16587411	0.2413038	1.4547318	1472
JADE2	0.058257762	0.084745385	1.4546376	1473
ADCY3	0.0106736785	0.01552678	1.4545431	1474
EHF	0.020165285	0.029332343	1.4545239	1475
NSUN6	0.07505468	0.10916912	1.4545084	1476
RDH14	0.028279092	0.041129705	1.4543695	1477
HSPBAP1	0.028473703	0.041410755	1.4542998	1478
BCL2A1A	0.13160418	0.1913916	1.4542862	1479
PLPP1	0.017534059	0.02550033	1.4542483	1480
0610040J01RIK	0.02233525	0.03247974	1.4541268	1481
TBC1D10C	0.22917458	0.33324662	1.4541105	1482
FAM110A	0.07733708	0.112450436	1.4540113	1483
MIR142	0.015485313	0.02251499	1.4538637	1484
ZFP113	0.019239455	0.027972337	1.4538292	1485
RPAP2	0.032540146	0.04730891	1.4538183	1486
YPEL2	0.01961083	0.028511595	1.4537958	1487
TWNK	0.06239149	0.09070266	1.4537433	1488
9430081H08RIK	0.017080273	0.024831465	1.4537244	1489
TMEM86B	0.03133736	0.04555633	1.4536922	1490
CRACR2A	0.02396746	0.034841716	1.4536486	1491
SLC26A11	0.035733435	0.051939618	1.4534893	1492
MIOS	0.03721949	0.054097522	1.453434	1493
GLA	0.21272002	0.30914283	1.4532782	1494
GM7846	0.02083854	0.030285304	1.4532616	1495
E130307A14RIK	0.017012144	0.02472343	1.4531958	1496
TRPM2	0.06836513	0.09933357	1.4529648	1497
ADORA3	0.04663675	0.06776163	1.4529353	1498
HSPA2	0.046961904	0.068231255	1.4528756	1499
2610044O15RIK8	0.02434287	0.035364754	1.452717	1500
IZUMO4	0.019196955	0.027888695	1.4526908	1501
ISG20	0.23488247	0.34119815	1.4526273	1502
AFF3	0.02015451	0.02927683	1.4525472	1503
SELENON	0.18764532	0.27255735	1.4525057	1504
GPC1	0.021411497	0.03110097	1.4524682	1505
D930030I03RIK	0.04845056	0.070373006	1.4524405	1506
KLHL2	0.102092996	0.14826824	1.4522719	1507
GM340	0.027460907	0.03987391	1.4519717	1508
CNNM2	0.032778773	0.04759424	1.4519393	1509
SNAP47	0.03599763	0.052267734	1.4519368	1510
ATM	0.065939	0.095739394	1.4519168	1511
ATP11A	0.065828785	0.095574506	1.4518429	1512
CHKA	0.09140604	0.13270777	1.4518332	1513
CHCHD10	0.018514633	0.026881361	1.4518197	1514
GM47863	0.021996219	0.03193166	1.4516226	1515
XPNPEP3	0.030573985	0.044383038	1.4516127	1516
ADORA2A	0.048603494	0.070547715	1.4514649	1517
PPEF2	0.016859442	0.024471935	1.4514408	1518
DPH2	0.024221877	0.035157397	1.4514129	1519
ENDOV	0.022978028	0.03335071	1.4513543	1520
CENPA	0.15155078	0.21991642	1.4510975	1521
ADA	0.040950943	0.059422914	1.4510403	1522
DAB2IP	0.02224037	0.03227159	1.4509712	1523
SRC	0.010900293	0.015817015	1.4509301	1524
GM17655	0.015556367	0.02257234	1.4509101	1525
2810454H06RIK	0.018388884	0.026680468	1.4508231	1526
CIART	0.027812969	0.04035213	1.4507864	1527
TTC39B	0.1262293	0.1831239	1.4507127	1528
HIST1H2BE	0.029462364	0.042741578	1.4506687	1529
CALCOCO1	0.043736648	0.063448064	1.450651	1530
KCNE3	0.050161753	0.07276784	1.450635	1531
IDI1	0.025774827	0.037387785	1.450498	1532
GM37352	0.032041352	0.046477307	1.4504962	1533
PLA2G16	0.10381428	0.15057626	1.4504249	1534
FAM46C	0.07766154	0.11264071	1.4503868	1535
ZFP938	0.018937275	0.027467633	1.4503766	1536
4930481A15RIK	0.011274832	0.016352115	1.4501914	1537
H2-Q5	0.027522443	0.039914228	1.4501902	1538
LIG4	0.020257486	0.029378539	1.4501843	1539
AHDC1	0.02601822	0.03773166	1.4501456	1540
PADI2	0.17725967	0.2570445	1.4500933	1541
RABGEF1	0.25281104	0.3665997	1.4500879	1542
SMPD5	0.012344765	0.017901072	1.4499768	1543
2610037D02RIK	0.013490593	0.019560143	1.4498023	1544
OAZ1-PS	0.012106421	0.017552435	1.4497253	1545
CCDC88C	0.17041065	0.24704982	1.4497238	1546
GM38220	0.011809003	0.017120099	1.4496269	1547
GM10138	0.02849806	0.041310545	1.4495406	1548
GM20568	0.014775211	0.021412376	1.4491115	1549
PLPP5	0.04676763	0.067768805	1.4490228	1550
FRAT2	0.04366906	0.06327607	1.4489577	1551
ZFP512	0.06843933	0.0991645	1.4489192	1552
SIK2	0.044405084	0.064336896	1.4488307	1553
GM7324	0.020046582	0.029044244	1.4487654	1554
SMAD7	0.1440432	0.20868398	1.4487495	1555
ZER1	0.027837481	0.040329993	1.4487138	1556
HRH2	0.06991562	0.101271674	1.4484636	1557
MOCOS	0.028340021	0.041048873	1.4483907	1558
SUSD1	0.016278435	0.023576543	1.4482409	1559
MYO1E	0.09156319	0.13259725	1.4481344	1560
5830417I10RIK	0.016599936	0.024040084	1.4481162	1561
GM47567	0.01668491	0.024158258	1.4478238	1562
AMER1	0.022451285	0.032506403	1.4477993	1563
HIP1R	0.03807785	0.055130247	1.4477918	1564
CDCA8	0.08026515	0.11619613	1.4476357	1565
TARSL2	0.014307168	0.020712292	1.4475851	1566
ILDR1	0.010709496	0.015504187	1.4475694	1567
ARL16	0.064050965	0.09271135	1.4474397	1568
D830025C05RIK	0.052170575	0.07551489	1.4474336	1569
TARBP1	0.010065147	0.014569906	1.4474163	1570
5031425F14RIK	0.011785264	0.017058443	1.4473156	1571
SLC15A2	0.02711029	0.03923856	1.4473144	1572
3110001I22RIK	0.028967295	0.041921005	1.447134	1573
IFI213	0.34113634	0.4936378	1.4470353	1574
HIVEP3	0.044185504	0.0639315	1.4468559	1575
AC134548.1	0.018361451	0.026566882	1.4468048	1576
CGNL1	0.047045283	0.068064	1.4467455	1577
9930022D16RIK	0.022140821	0.032031722	1.4466616	1578
GPR171	0.19560093	0.28296888	1.446657	1579
GATM	0.21248007	0.30736667	1.4465603	1580
CELF4	0.02948065	0.04264604	1.4465283	1581
SLC22A21	0.015279455	0.022102306	1.4464428	1582
GRAMD1B	0.085954145	0.12431747	1.4463063	1583
A930005H10RIK	0.025543058	0.03694086	1.4461626	1584
SNTB1	0.017386895	0.025144061	1.446067	1585
KLHL15	0.023914136	0.034582708	1.4460595	1586
FBXL15	0.03903304	0.056444768	1.4460397	1587
IER5L	0.057627413	0.083329804	1.4459847	1588
H2-Q7	0.47960407	0.6934968	1.4459747	1589
MAP7	0.018904256	0.027335081	1.4458985	1590
P2RY14	0.055473685	0.08020916	1.4458696	1591
FCOR	0.041097194	0.05941841	1.445767	1592
SLFN9	0.14269531	0.20629413	1.4456866	1593
RCN3	0.032903545	0.047567308	1.4456152	1594
POT1A	0.047084834	0.06806173	1.4454821	1595
HPGDS	0.057871785	0.08365361	1.445474	1596
BCO2	0.022294037	0.032225363	1.4454052	1597
TSHZ1	0.078977495	0.11414394	1.4452534	1598
